Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeId,EngagementScore,ExperienceBeforeJob,Gender,GenerationGroup,HomeDistanceLabel,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerfSatIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,Non-Travel,750,Sales,Diploma,Marketing,696,Better,Junior,Male,Millennials,Long Distance,95,Asisten Supervisor,Sales Executive,Married,6146,15480,0,No,13,Medium,1,2,7,0,7
0,Travel_Rarely,285,Research & Development,S1,Medical,697,Better,Junior,Male,Millennials,Long Distance,86,Asisten Supervisor,Laboratory Technician,Married,5429,17491,4,No,13,Medium,2,1,7,7,7
0,Travel_Frequently,544,Sales,Diploma,Medical,698,Better,Junior,Female,Gen Z,Short Distance,70,Entry Level,Sales Representative,Single,1569,18420,1,Yes,12,High,0,2,0,0,0
0,Travel_Rarely,432,Research & Development,S2,Life Sciences,699,Better,Mid-level,Male,Gen X,Short Distance,96,Entry Level,Laboratory Technician,Married,2075,18725,3,No,23,High,2,4,2,0,3
0,Travel_Rarely,797,Research & Development,Non-Degree,Life Sciences,700,Good,Senior,Male,Gen Y,Short Distance,96,Manager,Research Director,Divorced,19144,15815,3,No,14,Low,2,4,4,1,6
0,Travel_Frequently,410,Research & Development,Non-Degree,Life Sciences,701,Better,Junior,Female,Gen Z,Short Distance,97,Entry Level,Laboratory Technician,Married,3180,4668,0,No,13,High,3,3,2,0,2
0,Travel_Rarely,168,Sales,Diploma,Marketing,702,Good,Senior,Female,Gen Y,Short Distance,33,Manager,Manager,Married,18789,9946,2,No,14,High,1,2,4,0,8
0,Travel_Rarely,217,Research & Development,Non-Degree,Life Sciences,703,Good,Junior,Male,Gen Z,Short Distance,94,Entry Level,Laboratory Technician,Married,2451,6881,1,No,15,Low,1,3,3,1,1
0,Travel_Frequently,1413,Sales,Non-Degree,Medical,704,Better,Junior,Female,Gen Z,Short Distance,42,Supervisor,Sales Executive,Married,7918,6599,1,No,14,High,1,5,10,4,1
0,Travel_Rarely,1136,Research & Development,S1,Life Sciences,705,Better,Junior,Male,Gen Z,Short Distance,60,Entry Level,Research Scientist,Divorced,2328,12392,1,Yes,16,Medium,1,2,2,2,2
0,Travel_Rarely,374,Sales,S1,Life Sciences,706,Better,Junior,Female,Gen Y,Medium Distance,50,Asisten Supervisor,Sales Executive,Single,4850,23333,8,No,15,High,0,3,3,0,1
0,Travel_Rarely,309,Human Resources,S1,Human Resources,707,Better,Junior,Female,Gen Z,Short Distance,82,Entry Level,Human Resources,Married,2187,19655,4,No,14,Medium,0,3,0,1,2
0,Travel_Rarely,1402,Sales,S1,Marketing,708,Better,Junior,Female,Gen Y,Short Distance,69,Asisten Manager,Manager,Married,17048,24097,8,No,23,Low,0,2,15,15,9
0,Travel_Rarely,1349,Research & Development,Diploma,Life Sciences,709,Good,Junior,Male,Millennials,Short Distance,63,Entry Level,Laboratory Technician,Married,2690,7713,1,No,18,High,1,5,0,0,1
0,Travel_Rarely,332,Human Resources,S1,Other,710,Good,Junior,Male,Gen Z,Medium Distance,51,Supervisor,Human Resources,Single,7988,9769,1,No,13,Low,0,3,9,0,9
0,Travel_Rarely,563,Sales,S2,Life Sciences,711,Good,Junior,Male,Gen Y,Short Distance,56,Asisten Manager,Manager,Single,17567,3156,1,No,15,Medium,0,5,0,0,12
0,Travel_Frequently,653,Research & Development,S3,Life Sciences,712,Better,Junior,Female,Millennials,Long Distance,50,Asisten Supervisor,Laboratory Technician,Single,2406,5456,1,No,11,Very High,0,2,3,9,9
0,Travel_Rarely,465,Research & Development,S1,Life Sciences,713,Better,Junior,Male,Gen Y,Medium Distance,56,Entry Level,Research Scientist,Divorced,2451,4609,4,No,12,Low,1,2,8,1,8
0,Travel_Frequently,1337,Human Resources,S1,Human Resources,714,Good,Junior,Female,Gen Z,Long Distance,58,Entry Level,Human Resources,Married,2863,19555,1,No,12,Low,0,2,0,0,0
0,Non-Travel,663,Research & Development,S2,Other,715,Better,Junior,Male,Millennials,Short Distance,81,Asisten Supervisor,Laboratory Technician,Divorced,3975,23099,3,No,11,High,2,2,7,0,7
0,Travel_Rarely,674,Research & Development,S1,Medical,716,Better,Junior,Male,Millennials,Medium Distance,47,Asisten Supervisor,Research Scientist,Married,4285,3031,1,No,17,Medium,0,2,8,3,7
0,Non-Travel,1251,Sales,S2,Life Sciences,717,Good,Mid-level,Female,Millennials,Long Distance,32,Asisten Supervisor,Sales Executive,Married,5736,3987,6,No,19,Medium,1,1,2,1,2
0,Non-Travel,587,Sales,S2,Life Sciences,718,Good,Junior,Female,Millennials,Short Distance,57,Supervisor,Sales Executive,Divorced,9852,8935,1,Yes,19,Medium,1,5,8,9,6
0,Travel_Rarely,971,Sales,S1,Technical Degree,719,Good,Junior,Male,Millennials,Short Distance,64,Supervisor,Sales Executive,Married,7083,12288,1,Yes,14,High,0,3,9,8,6
0,Travel_Frequently,809,Sales,S1,Marketing,720,Better,Senior,Female,Gen Y,Medium Distance,77,Supervisor,Sales Executive,Single,9208,6645,4,No,11,High,0,3,2,2,1
0,Travel_Rarely,770,Human Resources,S1,Life Sciences,721,Better,Junior,Male,Gen X,Short Distance,84,Asisten Manager,Manager,Divorced,14026,17588,1,Yes,11,Medium,1,2,9,0,10
0,Travel_Frequently,798,Research & Development,Diploma,Life Sciences,722,Better,Junior,Female,Millennials,Short Distance,48,Supervisor,Manufacturing Director,Married,8943,14034,1,No,24,Medium,1,2,9,8,9
0,Travel_Rarely,194,Research & Development,S1,Life Sciences,723,Good,Junior,Male,Gen Y,Short Distance,60,Asisten Supervisor,Laboratory Technician,Divorced,2348,10901,8,No,18,Medium,1,2,9,0,15
0,Non-Travel,715,Research & Development,S2,Medical,724,Better,Junior,Male,Gen X,Medium Distance,41,Entry Level,Research Scientist,Married,4258,26589,0,No,18,High,1,3,3,1,2
1,Travel_Rarely,147,Research & Development,S2,Medical,725,Good,Junior,Female,Gen X,Long Distance,94,Supervisor,Healthcare Representative,Married,10312,3465,1,No,12,Very High,1,3,10,15,6
1,Travel_Rarely,1005,Research & Development,S1,Technical Degree,726,Better,Junior,Female,Gen Z,Short Distance,88,Entry Level,Research Scientist,Single,2657,8556,5,Yes,11,Medium,0,5,2,0,4
0,Travel_Rarely,1089,Research & Development,S1,Life Sciences,727,Better,Mid-level,Female,Millennials,Short Distance,32,Supervisor,Manufacturing Director,Single,8376,9150,4,No,18,Medium,0,3,0,2,2
0,Travel_Rarely,1210,Sales,S1,Medical,728,Good,Mid-level,Male,Gen Z,Short Distance,78,Asisten Supervisor,Sales Executive,Married,6644,3687,2,No,19,Low,2,2,0,0,0
0,Travel_Rarely,477,Research & Development,S2,Medical,729,Good,Junior,Female,Gen Y,Short Distance,42,Supervisor,Healthcare Representative,Married,10248,2094,3,No,14,High,1,4,6,5,17
0,Travel_Frequently,1195,Research & Development,S1,Life Sciences,730,Good,Junior,Male,Millennials,Medium Distance,95,Asisten Supervisor,Manufacturing Director,Single,6499,22656,1,No,13,Medium,0,3,5,0,3
0,Travel_Rarely,790,Sales,S2,Medical,731,Better,Junior,Female,Millennials,Long Distance,40,Asisten Supervisor,Sales Executive,Single,4599,7815,0,Yes,23,Medium,0,2,9,10,10
0,Travel_Frequently,163,Research & Development,Non-Degree,Technical Degree,732,Better,Junior,Female,Millennials,Long Distance,30,Asisten Supervisor,Manufacturing Director,Single,5238,6670,2,No,20,Very High,0,3,4,1,4
0,Travel_Rarely,408,Research & Development,S2,Life Sciences,733,Good,Junior,Male,Millennials,Short Distance,42,Entry Level,Research Scientist,Single,2657,7551,0,Yes,16,High,0,5,2,2,2
0,Travel_Rarely,984,Research & Development,Non-Degree,Technical Degree,734,Better,Junior,Female,Gen Z,Short Distance,70,Entry Level,Research Scientist,Single,2070,25326,1,Yes,11,High,0,6,2,2,2
0,Travel_Frequently,1467,Sales,Diploma,Technical Degree,735,Better,Junior,Female,Millennials,Medium Distance,92,Supervisor,Sales Executive,Married,9738,22952,0,No,14,High,1,6,7,2,8
0,Travel_Rarely,685,Research & Development,S1,Life Sciences,736,Better,Junior,Female,Gen Z,Short Distance,62,Asisten Supervisor,Manufacturing Director,Married,4898,7505,0,No,12,Medium,2,3,2,1,2
0,Non-Travel,1144,Research & Development,S2,Medical,737,Better,Mid-level,Female,Gen Y,Short Distance,30,Asisten Supervisor,Manufacturing Director,Married,5258,16044,2,No,14,High,0,2,0,0,0
0,Travel_Rarely,738,Research & Development,S3,Other,738,Good,Junior,Male,Gen Z,Short Distance,30,Entry Level,Laboratory Technician,Single,3983,7621,0,No,17,High,0,2,2,2,2
1,Travel_Frequently,920,Research & Development,S1,Life Sciences,739,Good,Senior,Male,Gen Y,Long Distance,43,Entry Level,Laboratory Technician,Divorced,3161,19920,3,Yes,22,High,1,0,0,0,0
0,Travel_Rarely,933,Sales,S1,Life Sciences,740,Better,Junior,Male,Gen Z,Short Distance,57,Asisten Supervisor,Sales Executive,Married,5296,20156,1,No,17,Medium,1,3,7,7,7
0,Non-Travel,444,Research & Development,Non-Degree,Medical,741,Better,Expert,Male,Gen X,Short Distance,40,Asisten Manager,Manager,Single,16756,17323,7,No,15,Medium,0,3,7,6,2
0,Travel_Frequently,1093,Sales,S1,Life Sciences,742,Bad,Junior,Male,Gen Y,Short Distance,82,Asisten Manager,Sales Executive,Married,12936,24164,7,No,11,High,0,3,5,14,10
0,Travel_Rarely,464,Research & Development,Diploma,Other,743,Better,Junior,Male,Millennials,Short Distance,75,Entry Level,Laboratory Technician,Divorced,1951,10910,1,No,12,High,1,3,0,0,0
0,Travel_Rarely,1092,Research & Development,S2,Medical,744,Better,Junior,Male,Gen Z,Short Distance,36,Entry Level,Research Scientist,Married,4787,26124,9,Yes,14,Medium,3,3,2,2,2
1,Travel_Frequently,337,Research & Development,Non-Degree,Other,745,Better,Junior,Female,Gen Z,Medium Distance,84,Supervisor,Healthcare Representative,Single,7553,22930,0,Yes,12,Medium,0,1,7,7,7
0,Travel_Rarely,1480,Sales,S1,Life Sciences,746,Better,Junior,Male,Millennials,Short Distance,64,Supervisor,Sales Executive,Married,9713,24444,2,Yes,13,High,3,3,3,1,0
0,Travel_Rarely,498,Research & Development,S2,Medical,747,Better,Junior,Female,Millennials,Short Distance,93,Asisten Supervisor,Manufacturing Director,Married,6725,13554,1,No,12,Medium,1,2,7,6,3
1,Travel_Rarely,1356,Sales,Diploma,Marketing,748,Better,Junior,Female,Gen Y,Medium Distance,70,Entry Level,Sales Representative,Single,3140,21728,1,Yes,22,Medium,0,5,3,0,2
1,Travel_Rarely,890,Research & Development,S2,Medical,749,Good,Junior,Male,Gen Z,Short Distance,46,Entry Level,Research Scientist,Single,4382,16374,6,No,17,High,0,3,2,2,1
0,Travel_Frequently,482,Research & Development,S2,Life Sciences,750,Better,Junior,Male,Millennials,Short Distance,87,Asisten Supervisor,Research Scientist,Single,4249,2690,1,Yes,11,Medium,0,3,6,1,1
0,Travel_Frequently,995,Research & Development,Non-Degree,Life Sciences,751,Better,Junior,Male,Gen Z,Short Distance,87,Asisten Supervisor,Healthcare Representative,Divorced,8853,24483,1,No,19,High,1,0,4,1,3
0,Travel_Frequently,791,Research & Development,S2,Medical,752,Good,Junior,Male,Gen Z,Short Distance,44,Entry Level,Laboratory Technician,Single,2154,6842,0,Yes,11,High,0,2,2,0,2
0,Travel_Frequently,1199,Research & Development,S2,Life Sciences,753,Better,Mid-level,Male,Gen Y,Short Distance,77,Asisten Supervisor,Manufacturing Director,Married,6434,5118,4,No,17,Medium,1,1,2,0,2
0,Travel_Rarely,933,Research & Development,S1,Life Sciences,754,Good,Junior,Male,Gen Y,Long Distance,98,Asisten Supervisor,Manufacturing Director,Married,4434,11806,1,No,13,Medium,1,3,8,7,8
0,Non-Travel,746,Sales,S1,Life Sciences,755,Good,Junior,Male,Gen Z,Short Distance,61,Asisten Supervisor,Sales Executive,Married,4649,16928,1,No,14,Medium,1,3,3,0,2
0,Travel_Rarely,583,Research & Development,Diploma,Life Sciences,756,Better,Junior,Male,Gen Z,Short Distance,53,Entry Level,Research Scientist,Single,2875,9973,1,Yes,20,High,0,2,5,2,2
0,Travel_Rarely,1435,Sales,S1,Life Sciences,757,Good,Mid-level,Female,Gen X,Long Distance,99,Supervisor,Sales Executive,Single,7637,2354,7,No,11,Medium,0,3,16,7,9
0,Travel_Rarely,670,Research & Development,Non-Degree,Life Sciences,758,Good,Junior,Male,Millennials,Long Distance,31,Entry Level,Research Scientist,Divorced,2911,15170,1,No,17,Medium,1,1,2,4,3
0,Non-Travel,1431,Research & Development,S1,Medical,759,Good,Junior,Female,Gen Z,Medium Distance,33,Entry Level,Research Scientist,Single,1514,8018,1,No,16,Medium,0,4,0,0,0
0,Travel_Rarely,319,Research & Development,S1,Medical,760,Good,Expert,Male,Gen X,Short Distance,39,Supervisor,Manufacturing Director,Married,7969,19609,2,Yes,14,High,0,4,4,0,4
0,Travel_Rarely,170,Research & Development,S2,Life Sciences,761,Better,Mid-level,Male,Gen Y,Short Distance,78,Asisten Supervisor,Healthcare Representative,Married,5033,9364,2,No,15,Medium,1,5,0,2,2
0,Travel_Rarely,330,Research & Development,Non-Degree,Life Sciences,762,Good,Junior,Female,Millennials,Medium Distance,65,Supervisor,Healthcare Representative,Married,8823,24608,0,No,18,Medium,1,4,9,1,9
0,Travel_Rarely,1427,Research & Development,Non-Degree,Medical,763,Good,Junior,Male,Gen Z,Short Distance,35,Entry Level,Laboratory Technician,Single,2720,11162,0,No,13,High,0,3,3,1,2
1,Travel_Frequently,203,Research & Development,S1,Life Sciences,764,Better,Junior,Male,Millennials,Short Distance,84,Asisten Manager,Healthcare Representative,Divorced,12169,13547,7,No,11,High,3,4,7,11,5
0,Travel_Frequently,146,Research & Development,S2,Medical,765,Better,Junior,Male,Millennials,Short Distance,79,Entry Level,Research Scientist,Single,4930,13970,0,Yes,14,Medium,0,2,4,1,4
0,Travel_Rarely,1029,Research & Development,S1,Life Sciences,766,Good,Junior,Female,Millennials,Medium Distance,91,Supervisor,Healthcare Representative,Single,8606,21195,1,No,19,High,0,3,8,3,3
0,Non-Travel,697,Research & Development,S2,Life Sciences,767,Good,Mid-level,Male,Millennials,Short Distance,40,Entry Level,Research Scientist,Married,2979,22478,3,No,17,High,3,2,0,0,0
0,Travel_Rarely,750,Research & Development,S1,Life Sciences,768,Better,Mid-level,Female,Millennials,Medium Distance,47,Asisten Supervisor,Healthcare Representative,Divorced,4448,10748,2,No,12,Low,1,3,4,7,7
0,Travel_Rarely,1329,Research & Development,Diploma,Other,769,Good,Junior,Female,Gen Y,Short Distance,59,Asisten Supervisor,Manufacturing Director,Divorced,5770,5388,1,No,19,High,2,3,7,3,9
0,Travel_Rarely,492,Sales,S2,Life Sciences,770,Better,Mid-level,Female,Gen Y,Medium Distance,96,Asisten Supervisor,Sales Executive,Divorced,6439,13693,8,No,14,High,1,2,7,7,7
0,Travel_Rarely,1411,Research & Development,Diploma,Life Sciences,771,Good,Senior,Male,Gen Y,Medium Distance,36,Asisten Supervisor,Research Scientist,Divorced,3072,19877,2,No,16,Low,2,2,0,0,0
0,Travel_Rarely,311,Research & Development,S1,Life Sciences,772,Better,Senior,Male,Millennials,Short Distance,77,Entry Level,Laboratory Technician,Single,2013,10950,2,No,11,Medium,0,4,3,1,3
0,Travel_Rarely,300,Research & Development,S1,Life Sciences,773,Good,Junior,Male,Gen Y,Short Distance,56,Manager,Manager,Married,18880,17312,5,No,11,Low,0,2,6,4,14
1,Travel_Rarely,471,Research & Development,S1,Technical Degree,774,Bad,Junior,Male,Gen Z,Long Distance,66,Entry Level,Laboratory Technician,Single,2340,23213,1,Yes,18,High,0,3,0,0,0
0,Travel_Rarely,580,Research & Development,S1,Medical,775,Good,Junior,Female,Gen Z,Long Distance,39,Asisten Supervisor,Manufacturing Director,Divorced,4877,20460,0,No,21,Low,1,5,3,0,0
0,Travel_Frequently,1271,Research & Development,Non-Degree,Medical,776,Better,Mid-level,Male,Gen Y,Short Distance,35,Entry Level,Research Scientist,Single,2515,9068,5,Yes,14,High,0,2,1,2,2
0,Travel_Rarely,314,Human Resources,S1,Human Resources,777,Good,Junior,Male,Gen Y,Short Distance,59,Manager,Manager,Married,19189,19562,1,No,12,High,1,3,7,2,10
0,Travel_Rarely,1358,Sales,Non-Degree,Life Sciences,778,Good,Junior,Male,Gen Z,Medium Distance,96,Asisten Supervisor,Sales Executive,Married,5301,2939,8,No,15,High,2,2,1,2,2
0,Non-Travel,111,Research & Development,S1,Medical,779,Better,Junior,Male,Gen Z,Short Distance,66,Asisten Supervisor,Laboratory Technician,Divorced,3072,11012,1,No,11,Medium,2,4,9,6,10
1,Travel_Rarely,419,Sales,S1,Other,780,Better,Junior,Male,Gen Z,Long Distance,37,Entry Level,Sales Representative,Single,2121,9947,1,Yes,13,Medium,0,3,0,0,0
0,Travel_Rarely,575,Research & Development,S1,Life Sciences,781,Good,Junior,Male,Millennials,Long Distance,44,Asisten Supervisor,Manufacturing Director,Single,4320,24152,1,No,13,High,0,2,3,0,2
0,Travel_Rarely,618,Research & Development,S1,Life Sciences,782,Better,Junior,Female,Gen Z,Short Distance,76,Entry Level,Research Scientist,Single,2318,17808,1,No,19,Medium,0,2,1,0,0
0,Travel_Rarely,119,Sales,S1,Life Sciences,783,Good,Junior,Male,Millennials,Short Distance,76,Supervisor,Sales Executive,Divorced,10609,9647,0,No,12,Medium,2,6,10,5,13
0,Non-Travel,1229,Sales,S2,Technical Degree,784,Better,Junior,Male,Millennials,Short Distance,84,Asisten Supervisor,Sales Executive,Divorced,5079,25952,4,No,13,High,2,3,7,0,7
0,Travel_Rarely,1153,Research & Development,Diploma,Other,785,Good,Junior,Female,Millennials,Short Distance,40,Entry Level,Laboratory Technician,Married,3702,16376,1,No,11,High,1,3,4,0,4
1,Travel_Rarely,1033,Research & Development,S1,Medical,786,Better,Junior,Female,Millennials,Short Distance,41,Entry Level,Laboratory Technician,Single,4200,10224,7,No,22,Low,0,2,4,0,4
0,Travel_Rarely,1329,Sales,S2,Life Sciences,787,Better,Junior,Female,Millennials,Short Distance,47,Asisten Supervisor,Sales Executive,Married,5902,14590,4,No,14,High,1,1,11,5,9
1,Travel_Frequently,1076,Research & Development,S1,Life Sciences,788,Better,Junior,Male,Millennials,Short Distance,70,Entry Level,Research Scientist,Single,3348,3164,1,Yes,11,Low,0,3,8,9,7
0,Travel_Rarely,1485,Research & Development,S1,Medical,789,Good,Mid-level,Female,Gen Y,Medium Distance,87,Asisten Supervisor,Manufacturing Director,Divorced,4810,26314,2,No,14,High,1,5,7,0,8
0,Travel_Rarely,1125,Sales,S1,Marketing,790,Good,Senior,Female,Gen Y,Short Distance,94,Supervisor,Sales Executive,Married,9071,11563,2,Yes,19,High,1,3,2,1,2
0,Travel_Rarely,263,Research & Development,S1,Medical,791,Better,Junior,Male,Gen Y,Short Distance,59,Entry Level,Laboratory Technician,Single,4721,3119,2,Yes,13,Medium,0,3,13,2,17
0,Travel_Rarely,501,Sales,Non-Degree,Medical,792,Better,Junior,Male,Gen Z,Short Distance,58,Entry Level,Sales Representative,Single,2380,25479,1,Yes,11,Medium,0,6,2,1,2
0,Travel_Rarely,141,Human Resources,S1,Human Resources,793,Good,Junior,Female,Millennials,Short Distance,44,Asisten Supervisor,Human Resources,Married,6389,18767,9,No,15,Medium,1,3,3,3,6
0,Travel_Frequently,602,Human Resources,S3,Human Resources,794,Better,Junior,Male,Gen Y,Short Distance,37,Asisten Supervisor,Human Resources,Married,5743,10503,4,Yes,11,Medium,0,3,7,0,2
1,Non-Travel,1362,Sales,S1,Marketing,795,Better,Junior,Male,Millennials,Medium Distance,67,Asisten Supervisor,Sales Executive,Single,5304,4652,8,Yes,13,Medium,0,3,2,0,4
0,Travel_Rarely,419,Research & Development,S2,Life Sciences,796,Better,Junior,Female,Millennials,Short Distance,53,Supervisor,Research Director,Single,11994,21293,0,No,11,Medium,0,4,6,2,11
0,Travel_Rarely,119,Sales,S2,Marketing,797,Better,Junior,Male,Millennials,Medium Distance,77,Asisten Manager,Sales Executive,Single,13341,25098,0,No,12,Low,0,3,8,11,10
0,Travel_Rarely,144,Sales,Non-Degree,Marketing,798,Good,Junior,Female,Gen Z,Short Distance,39,Asisten Supervisor,Sales Executive,Divorced,8268,11866,1,Yes,14,Medium,2,2,7,1,7
0,Travel_Rarely,290,Research & Development,S1,Life Sciences,799,Better,Junior,Male,Millennials,Long Distance,65,Entry Level,Research Scientist,Married,3564,22977,1,Yes,12,Low,1,3,7,1,7
0,Travel_Rarely,1229,Research & Development,Non-Degree,Life Sciences,800,Better,Junior,Male,Millennials,Short Distance,36,Entry Level,Laboratory Technician,Married,2269,4892,1,No,19,Very High,0,2,0,0,1
0,Travel_Rarely,644,Research & Development,S2,Medical,801,Better,Senior,Male,Gen Y,Short Distance,97,Supervisor,Healthcare Representative,Divorced,9396,12368,7,No,16,Medium,1,3,2,0,3
1,Travel_Frequently,719,Sales,Diploma,Life Sciences,802,Better,Junior,Female,Gen Y,Long Distance,77,Asisten Supervisor,Sales Executive,Single,6397,10339,4,Yes,12,High,0,2,4,1,3
0,Travel_Frequently,1012,Research & Development,S2,Life Sciences,803,Good,Junior,Male,Gen Z,Short Distance,75,Entry Level,Research Scientist,Divorced,3761,2373,9,No,12,Medium,1,3,4,0,3
0,Travel_Rarely,1107,Research & Development,S2,Life Sciences,804,Better,Junior,Female,Gen Z,Long Distance,93,Entry Level,Research Scientist,Divorced,2514,26968,4,No,22,Medium,1,1,5,1,7
0,Travel_Rarely,1207,Research & Development,Non-Degree,Medical,805,Better,Junior,Male,Gen Y,Long Distance,74,Entry Level,Laboratory Technician,Married,3221,3297,1,Yes,11,High,3,3,8,3,8
0,Travel_Rarely,1400,Sales,Non-Degree,Life Sciences,806,Better,Junior,Female,Millennials,Short Distance,70,Asisten Supervisor,Sales Executive,Married,5714,5829,1,No,20,Medium,0,3,5,1,3
1,Travel_Rarely,330,Research & Development,S2,Medical,807,Good,Junior,Male,Millennials,Long Distance,98,Asisten Supervisor,Manufacturing Director,Married,6179,21057,1,Yes,15,High,2,3,2,6,7
0,Travel_Rarely,277,Research & Development,S1,Life Sciences,808,Good,Senior,Male,Gen Y,Short Distance,97,Asisten Supervisor,Healthcare Representative,Single,4240,13119,2,No,13,Medium,0,0,2,2,2
0,Travel_Frequently,715,Sales,S2,Other,809,Better,Junior,Male,Millennials,Short Distance,54,Asisten Supervisor,Sales Executive,Single,5332,21602,7,No,13,High,0,3,2,0,3
0,Travel_Rarely,809,Research & Development,S1,Life Sciences,810,Better,Senior,Male,Gen Y,Short Distance,36,Asisten Manager,Manager,Single,15379,22384,4,No,14,Medium,0,2,7,0,0
0,Travel_Rarely,1473,Research & Development,S2,Other,811,Better,Junior,Female,Gen Y,Short Distance,74,Asisten Supervisor,Healthcare Representative,Divorced,4522,2227,4,Yes,14,High,0,3,2,0,2
0,Travel_Rarely,258,Sales,S2,Life Sciences,812,Better,Junior,Male,Millennials,Long Distance,74,Asisten Supervisor,Sales Executive,Single,5337,19921,1,No,12,Very High,0,3,7,5,7
0,Travel_Rarely,696,Sales,S2,Marketing,813,Better,Junior,Male,Gen X,Short Distance,52,Asisten Supervisor,Sales Executive,Divorced,5220,10893,0,Yes,18,Medium,1,3,7,1,9
0,Travel_Rarely,258,Research & Development,S2,Other,814,Good,Mid-level,Female,Gen X,Short Distance,54,Entry Level,Laboratory Technician,Married,2950,17363,9,No,13,Medium,0,2,4,0,4
0,Travel_Rarely,1280,Research & Development,Non-Degree,Medical,815,Good,Junior,Male,Gen Z,Short Distance,64,Entry Level,Research Scientist,Married,2889,26897,1,No,11,High,2,2,2,2,1
0,Travel_Rarely,705,Sales,S2,Marketing,816,Good,Senior,Female,Gen Y,Short Distance,83,Manager,Manager,Single,18947,22822,3,No,12,Medium,0,2,2,2,1
0,Non-Travel,830,Sales,Diploma,Life Sciences,817,Better,Junior,Female,Gen Z,Medium Distance,78,Entry Level,Sales Representative,Married,2033,7103,1,No,13,High,1,2,0,0,0
0,Travel_Rarely,1010,Research & Development,S1,Life Sciences,818,Better,Junior,Female,Gen Z,Short Distance,97,Entry Level,Research Scientist,Divorced,3760,5598,1,No,15,Medium,3,5,2,1,2
1,Travel_Frequently,143,Sales,S1,Marketing,819,Better,Junior,Male,Gen Y,Short Distance,56,Asisten Supervisor,Sales Executive,Single,9355,9558,1,No,18,Medium,0,5,7,7,7
0,Travel_Rarely,192,Research & Development,Diploma,Life Sciences,820,Better,Mid-level,Male,Gen Y,Short Distance,69,Entry Level,Research Scientist,Married,2654,9655,3,No,21,High,2,3,2,0,2
0,Travel_Rarely,855,Sales,S2,Marketing,821,Better,Junior,Female,Gen Z,Short Distance,73,Asisten Supervisor,Sales Executive,Divorced,4779,12761,7,No,14,Medium,2,3,2,0,2
0,Travel_Frequently,1146,Sales,S1,Medical,822,Good,Junior,Female,Millennials,Long Distance,82,Asisten Supervisor,Sales Executive,Married,4539,4905,1,No,12,Medium,1,3,7,0,1
0,Travel_Rarely,147,Human Resources,S1,Human Resources,823,Better,Junior,Male,Millennials,Short Distance,99,Entry Level,Human Resources,Married,3600,8429,1,No,13,High,1,2,4,1,4
0,Travel_Frequently,748,Research & Development,Diploma,Medical,824,Better,Junior,Female,Gen Y,Short Distance,74,Entry Level,Laboratory Technician,Single,3673,16458,1,No,13,Medium,0,3,9,5,8
0,Travel_Rarely,531,Sales,S2,Marketing,825,Better,Junior,Female,Gen Y,Short Distance,56,Supervisor,Sales Executive,Single,10231,20364,3,No,14,Very High,0,3,7,15,17
0,Travel_Rarely,466,Research & Development,Non-Degree,Life Sciences,826,Good,Junior,Female,Millennials,Short Distance,65,Asisten Manager,Manufacturing Director,Married,12742,7060,1,No,16,High,1,3,6,11,8
0,Travel_Rarely,1431,Research & Development,S2,Medical,827,Better,Junior,Female,Millennials,Short Distance,96,Entry Level,Laboratory Technician,Divorced,2232,15417,7,No,14,High,3,1,2,1,2
0,Non-Travel,1212,Sales,Diploma,Marketing,828,Good,Junior,Female,Millennials,Short Distance,78,Supervisor,Sales Executive,Married,10377,13755,4,Yes,11,High,1,6,2,4,12
0,Travel_Rarely,448,Research & Development,S1,Life Sciences,829,Good,Senior,Female,Millennials,Medium Distance,84,Supervisor,Manufacturing Director,Single,7945,19948,6,Yes,15,High,0,2,2,3,3
1,Travel_Rarely,1449,Research & Development,S2,Medical,830,Better,Junior,Male,Gen Z,Medium Distance,45,Entry Level,Laboratory Technician,Divorced,2373,14180,2,Yes,13,Medium,1,2,2,0,2
0,Travel_Rarely,884,Research & Development,S1,Life Sciences,831,Good,Junior,Female,Millennials,Medium Distance,80,Supervisor,Manufacturing Director,Married,10435,25800,1,No,13,Medium,2,2,15,14,12
0,Travel_Rarely,1178,Sales,Diploma,Life Sciences,832,Good,Senior,Female,Gen X,Medium Distance,87,Asisten Supervisor,Sales Executive,Married,4936,14862,4,No,11,High,1,2,7,0,7
0,Travel_Rarely,538,Research & Development,S2,Technical Degree,833,Better,Junior,Male,Gen Y,Short Distance,66,Supervisor,Healthcare Representative,Divorced,7441,20933,1,No,12,Low,3,4,8,7,7
0,Travel_Rarely,1202,Research & Development,Non-Degree,Medical,834,Better,Junior,Female,Millennials,Short Distance,89,Asisten Supervisor,Healthcare Representative,Divorced,6377,13888,5,No,20,Medium,3,0,11,11,8
0,Travel_Rarely,604,Sales,S1,Medical,835,Better,Junior,Male,Millennials,Short Distance,56,Asisten Supervisor,Sales Executive,Married,6209,11693,1,No,15,High,2,4,7,0,8
